0.0,0.0
0.000111111111111,0.0
0.000222222222222,0.0
0.000333333333333,0.0
0.000444444444444,0.0
0.000666666666667,0.0
0.00133333333333,0.0
0.00222222222222,0.0
0.00233333333333,0.0
0.00255555555556,0.0
0.00322222222222,0.0
0.00322222222222,0.002
0.00322222222222,0.004
0.00322222222222,0.006
0.00333333333333,0.006
0.00344444444444,0.009
0.00377777777778,0.012
0.00444444444444,0.016
0.00522222222222,0.019
0.00577777777778,0.019
0.00588888888889,0.019
0.006,0.019
0.00655555555556,0.019
0.00733333333333,0.019
0.00844444444444,0.019
0.00977777777778,0.019
0.00988888888889,0.019
0.0103333333333,0.019
0.0106666666667,0.019
0.0114444444444,0.019
0.0122222222222,0.019
0.0142222222222,0.019
0.0143333333333,0.019
0.0144444444444,0.019
0.0145555555556,0.019
0.0145555555556,0.02
0.0145555555556,0.022
0.0146666666667,0.024
0.0146666666667,0.028
0.0148888888889,0.032
0.0153333333333,0.034
0.0157777777778,0.034
0.0164444444444,0.034
0.0166666666667,0.036
0.0167777777778,0.036
0.0168888888889,0.038
0.0172222222222,0.039
0.0178888888889,0.04
0.0187777777778,0.04
0.0201111111111,0.04
0.0202222222222,0.04
0.0205555555556,0.04
0.0208888888889,0.04
0.0216666666667,0.04
0.0226666666667,0.04
0.0227777777778,0.04
0.0228888888889,0.04
0.0231111111111,0.04
0.0232222222222,0.042
0.0236666666667,0.046
0.024,0.048
0.0246666666667,0.049
0.0264444444444,0.05
0.0277777777778,0.052
0.0302222222222,0.052
0.0302222222222,0.053
0.0302222222222,0.054
0.0302222222222,0.055
0.0303333333333,0.058
0.0305555555556,0.06
0.0307777777778,0.063
0.0312222222222,0.064
0.0321111111111,0.064
0.0322222222222,0.064
0.0323333333333,0.064
0.0325555555556,0.064
0.0327777777778,0.064
0.033,0.064
0.033,0.068
0.033,0.069
0.033,0.071
0.0331111111111,0.071
0.0331111111111,0.072
0.0331111111111,0.073
0.0332222222222,0.073
0.0332222222222,0.075
0.0333333333333,0.075
0.0333333333333,0.076
